age,income,credit_score,prediction,target
41,-1837.955459157148,681.1322708264073,0.6231561906082783,1
56,52841.35199463441,679.7483012616542,0.6344072958648624,1
53,23202.153644887843,650.0971418814165,0.5535451482815227,0
52,48973.776270340866,674.8863734473274,0.4232763932175748,1
38,35504.21735080164,746.2603464985158,0.56017742241483,1
47,4137.635441142597,632.8943445774792,0.09554399778679043,1
23,38285.89530741138,658.318711022605,0.4792660332588214,0
52,78924.46284305598,584.8324220491154,0.723031692571708,0
67,44859.72917028918,597.9043423041,0.20282177099608267,0
32,33849.644939890735,655.8687975855985,0.22395238320511207,1
42,56506.86803913795,716.2360128021144,0.4559976734125156,0
53,39213.36930406222,634.6231505449057,0.31015253873232684,0
65,39190.68460525588,635.8450082412726,0.6484210499026636,0
44,13167.496556817949,625.5868853297375,0.28763497322072146,0
41,39676.960515791965,617.9145997493406,0.38447194791756445,0
26,55708.8683283389,667.6982873425293,0.4052373269926526,1
51,18278.756957999503,560.1645412892814,0.5168108437953187,0
74,63489.91642493896,726.8563746000036,0.31852022433579685,1
53,33165.87951709748,610.0746621122324,0.540817993170649,0
49,17244.609769229188,693.3142091262885,0.30038605122701767,0
53,54952.64153840489,573.8000841563675,0.433404641569448,0
49,29264.115285234613,690.1304078327731,0.2754100296459638,0
40,50190.29774972216,690.3166764688699,0.7261771875710177,0
59,29164.827354829256,673.0521243203538,0.6162540361949158,1
52,33803.47712940192,590.3342886920125,0.38565961202020915,0
50,44871.20408668583,664.9728913758846,0.8321362126983415,1
38,40817.941151800114,579.0166289159366,0.37728603947005257,0
65,-4910.63560903477,634.8342046942289,0.45197806959202586,0
57,12575.12519811216,711.7647860573196,0.3409894076029464,0
43,53588.199695816314,697.8021156242445,0.2733254613572949,0
62,32357.268221969054,650.910976552426,0.25141324918848484,0
44,24525.373944571566,591.5116054446295,0.8343335210147972,0
40,7828.519694850513,688.7352627304516,0.53309555668139,0
40,13405.273574483032,651.1628742618815,0.36870820041219193,0
28,-5435.972799238948,510.7810641061746,0.35369888155364243,0
55,32974.38562596934,696.9577895789911,0.475635554962912,1
28,23031.248388379063,648.5460299678185,0.7262306553755907,0
35,15668.242180293697,722.1470748789843,0.2390057320427581,0
25,33637.531496640935,584.2837688694317,0.32782321535527337,1
